195.268	1.706	-1.874	4.42869861e-10	6.73731464e-11	-6.73731464e-11
198.756	2.036	-1.782	4.19967513e-10	6.26051139e-11	-6.26051139e-11
202.563	1.657	-1.772	3.256785805e-10	5.75724009e-11	-5.75724338e-11
205.811	1.768	-1.591	4.53339299e-10	7.03931361e-11	-7.03931361e-11
209.420	1.722	-1.841	4.40612921e-10	6.56827444e-11	-6.56827444e-11
212.945	1.738	-1.803	4.23460835e-10	6.71273505e-11	-6.71273834e-11
216.968	2.182	-2.286	3.51504916e-10	5.23993036e-11	-5.23993365e-11
221.019	1.352	-1.869	4.80251828e-10	7.30599772e-11	-7.30600101e-11
224.598	1.999	-2.228	3.65792728e-10	5.56474877e-11	-5.56475206e-11
228.449	1.808	-1.851	2.406833058e-10	5.49523107e-11	-5.49523436e-11
232.150	1.854	-1.893	2.730445354e-10	5.13957878e-11	-5.13958207e-11
235.883	1.649	-1.879	2.967270411e-10	5.41747192e-11	-5.41747521e-11
239.608	2.772	-2.076	3.190105401e-10	4.85305926e-11	-4.85306255e-11
244.448	2.058	-2.068	2.365129347e-10	4.73827445e-11	-4.73827774e-11
248.586	2.179	-2.081	2.457947485e-10	4.48757974e-11	-4.48757974e-11
252.821	1.620	-2.056	2.799926206e-10	5.27036615e-11	-5.27036615e-11
256.439	2.047	-1.999	2.292063053e-10	5.06065168e-11	-5.06065168e-11
260.214	1.597	-1.728	3.226989591e-10	5.89165304e-11	-5.89165304e-11
264.197	2.191	-2.385	2.109790473e-10	4.3636257e-11	-4.36362899e-11
283.312	16.649	-10.931	1.151690162e-10	2.580105843e-11	-2.580105843e-11
353.358	142.173	-53.397	1.926300264e-11	3.232676356e-12	-3.232676356e-12
5548.233	1050.337	-675.138	4.21205869e-13	1.073495416e-13	-1.073495416e-13
12366.709	4940.325	-1750.648	3.241219828e-13	7.47848584e-14	-7.47848584e-14
27682.221	2483.135	-4436.513	2.126074328e-13	5.20488528e-14	-5.20488528e-14
54658.198	147149.352	-20343.396	2.797555432e-14	8.18565489e-15	-8.18565489e-15
340589 		0		0		5.5545e-15	7.245e-16	-7.245e-16	
861926		0		0		5.313e-16	7.245e-17	-7.245e-17
